,Unnamed: 0,rank,title,score,scored_by_users,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,source,genres,theme,demographic,duration,rating,popularity,url
5236,5236,5637,Akai Koudan Zillion,6.6,1038,TV,31,Finished Airing,"Apr 12, 1987 to Dec 13, 1987",Spring 1987,Unknown,"Production I.G, Victor Entertainment",Funimation,Tatsunoko Production,Game,"Action, Adventure, Sci-Fi",Military,,24 min. per ep.,PG-13 - Teens 13 or older,7358,https://myanimelist.net/anime/2688/Akai_Koudan_Zillion
5237,5237,5638,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,6.6,6428,Special,1,Finished Airing,"Jun 21, 2006",,,"None found, add some","Nozomi Entertainment, Media Blasters",Studio Deen,Unknown,"Comedy, Romance, Supernatural, Ecchi",,,23 min.,R+ - Mild Nudity,4861,https://myanimelist.net/anime/1750/Amaenaide_yo_Katsu__Damasarenaide_yo
5238,5238,5639,Ani x Para: Anata no Hero wa Dare desu ka,6.6,160,Special,14,Finished Airing,"Nov 10, 2017 to Feb 20, 2022",,,"NHK, NHK Enterprises","None found, add some","Nippon Animation, Gallop, TMS Entertainment, DLE",Original,,,,5 min. per ep.,G - All Ages,11832,https://myanimelist.net/anime/37290/Ani_x_Para__Anata_no_Hero_wa_Dare_desu_ka
5239,5239,5640,Astarotte no Omocha! EX,6.6,17559,OVA,1,Finished Airing,"Sep 7, 2011",,,"None found, add some","None found, add some",Diomedéa,Manga,"Comedy, Fantasy, Romance, Ecchi",Demons,Seinen,21 min.,R+ - Mild Nudity,3161,https://myanimelist.net/anime/10582/Astarotte_no_Omocha_EX
5240,5240,5641,Bakusou Kyoudai Let's & Go MAX,6.6,1755,TV,51,Finished Airing,"Jan 5, 1998 to Dec 21, 1998",Winter 1998,Mondays at 18:00 (JST),"None found, add some","None found, add some",Xebec,Manga,"Action, Sports",Cars,Kids,25 min. per ep.,G - All Ages,8243,https://myanimelist.net/anime/2709/Bakusou_Kyoudai_Lets___Go_MAX
5241,5241,5642,Bananya: Fushigi na Nakama-tachi,6.6,5787,TV,13,Finished Airing,"Oct 1, 2019 to Dec 24, 2019",Fall 2019,Tuesdays at 07:30 (JST),"None found, add some",Discotek Media,"TMS Entertainment, Gathering",Original,"Comedy, Slice of Life",,Kids,2 min. per ep.,G - All Ages,5118,https://myanimelist.net/anime/40228/Bananya__Fushigi_na_Nakama-tachi
5242,5242,5643,Break Blade Picture Drama,6.6,2059,Special,6,Finished Airing,"Jul 23, 2010 to Jul 22, 2011",,,"None found, add some","None found, add some","Production I.G, Xebec",Manga,"Comedy, Fantasy",,,4 min. per ep.,PG-13 - Teens 13 or older,6620,https://myanimelist.net/anime/8648/Break_Blade_Picture_Drama
5243,5243,5644,Cardfight!! Vanguard: Shinemon-hen,6.6,1148,TV,31,Finished Airing,"Aug 24, 2019 to Mar 28, 2020",Summer 2019,Saturdays at Unknown,"None found, add some","None found, add some",OLM,Original,,Game,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,8355,https://myanimelist.net/anime/40167/Cardfight_Vanguard__Shinemon-hen
5244,5244,5645,Chocchan Monogatari,6.6,215,Movie,1,Finished Airing,"Mar 20, 1996",,,Triangle Staff,"None found, add some","None found, add some",Unknown,"Drama, Slice of Life",Historical,,1 hr. 15 min.,G - All Ages,10787,https://myanimelist.net/anime/4201/Chocchan_Monogatari
5245,5245,5646,City Hunter: Ryou no Propose,6.6,447,OVA,1,Finished Airing,May 2016,,,"None found, add some","None found, add some",Kamikaze Douga,Manga,"Action, Comedy, Mystery",Police,,9 min.,PG-13 - Teens 13 or older,8885,https://myanimelist.net/anime/30818/City_Hunter__Ryou_no_Propose
5246,5246,5647,Element Hunters,6.6,2808,TV,39,Finished Airing,"Jul 4, 2009 to Mar 27, 2010",Summer 2009,Saturdays at 18:00 (JST),NHK,"None found, add some","Heewon Entertainment, NHK Enterprises",Original,,,Shounen,24 min. per ep.,G - All Ages,4958,https://myanimelist.net/anime/5945/Element_Hunters
5247,5247,5648,Emblem Take 2,6.6,469,OVA,2,Finished Airing,"Oct 25, 1993 to Nov 21, 1995",,,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Drama",,Seinen,51 min. per ep.,R - 17+ (violence & profanity),10391,https://myanimelist.net/anime/9837/Emblem_Take_2
5248,5248,5649,eX-Driver the Movie,6.6,2199,Movie,1,Finished Airing,"Apr 20, 2002",,,"Bandai Visual, Dentsu, Genco",Geneon Entertainment USA,Actas,Original,"Action, Adventure, Comedy, Sci-Fi",Cars,Shounen,1 hr. 2 min.,PG-13 - Teens 13 or older,7440,https://myanimelist.net/anime/378/eX-Driver_the_Movie
5249,5249,5650,Fate/strange Fake,6.6,2061,ONA,1,Finished Airing,"Dec 31, 2019",,,"A-1 Pictures, Half H.P Studio","None found, add some","None found, add some",Light novel,"Action, Fantasy, Supernatural",Music,,31 sec.,PG-13 - Teens 13 or older,6742,https://myanimelist.net/anime/40982/Fate_strange_Fake
5250,5250,5651,Glass no Usagi,6.6,621,Movie,1,Finished Airing,"Sep 9, 2005",,,Tokyo MX,"None found, add some",Magic Bus,Unknown,,Historical,,1 hr. 24 min.,PG - Children,9402,https://myanimelist.net/anime/3646/Glass_no_Usagi
5251,5251,5652,Gokukoku no Brynhildr: Kara Sawagi,6.6,21148,Special,1,Finished Airing,"Sep 24, 2014",,,VAP,Sentai Filmworks,Arms,Manga,"Comedy, Sci-Fi, Ecchi",Harem,Seinen,20 min.,R+ - Mild Nudity,2904,https://myanimelist.net/anime/24695/Gokukoku_no_Brynhildr__Kara_Sawagi
5252,5252,5653,Gregory Horror Show: The Second Guest,6.6,765,TV,25,Finished Airing,"Apr 1, 2000 to Oct 1, 2000",Spring 2000,Unknown,"VAP, TV Asahi",Geneon Universal Entertainment,Milky Cartoon,Original,"Comedy, Horror, Mystery, Supernatural",Demons,,3 min. per ep.,PG - Children,10218,https://myanimelist.net/anime/12481/Gregory_Horror_Show__The_Second_Guest
5253,5253,5654,Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,6.6,26838,Special,1,Finished Airing,"Mar 16, 2016",,,"None found, add some",Funimation,A-1 Pictures,Light novel,,,,11 min.,PG-13 - Teens 13 or older,2541,https://myanimelist.net/anime/32561/Hai_to_Gensou_no_Grimgar__Furoagari_no_Kabe_ni_Kaketa_Seishun_-_One_More_Centimeter
5254,5254,5655,Hibike! Wadaiko,6.6,135,OVA,1,Finished Airing,2004,,,"None found, add some","None found, add some",Toei Animation,Unknown,,,Kids,22 min.,G - All Ages,12071,https://myanimelist.net/anime/26111/Hibike_Wadaiko
5255,5255,5656,Hitogata,6.6,348,Music,1,Finished Airing,"Feb 20, 2019",,,"None found, add some","None found, add some","None found, add some",Original,,Music,,3 min.,PG-13 - Teens 13 or older,12471,https://myanimelist.net/anime/39831/Hitogata
5256,5256,5657,Houseki no Kuni,6.6,5575,ONA,1,Finished Airing,"Jul 19, 2013",,,Kodansha,"None found, add some",Studio Hibari,Manga,"Fantasy, Sci-Fi",,Seinen,1 min.,PG-13 - Teens 13 or older,4555,https://myanimelist.net/anime/19581/Houseki_no_Kuni
5257,5257,5658,Ikkitousen: Shuugaku Toushi Keppuuroku,6.6,5792,OVA,1,Finished Airing,"Nov 12, 2011",,,"None found, add some",Funimation,Arms,Manga,"Action, Ecchi",,,43 min.,R+ - Mild Nudity,4463,https://myanimelist.net/anime/11255/Ikkitousen__Shuugaku_Toushi_Keppuuroku
5258,5258,5659,Kakutou Bijin Wulong,6.6,1224,TV,25,Finished Airing,"Oct 10, 2005 to Mar 26, 2006",Fall 2005,Unknown,"None found, add some","None found, add some",TMS Entertainment,Manga,"Action, Ecchi",Martial Arts,,25 min. per ep.,R - 17+ (violence & profanity),6975,https://myanimelist.net/anime/913/Kakutou_Bijin_Wulong
5259,5259,5660,Kanamewo,6.6,7865,ONA,1,Finished Airing,"Nov 4, 2015",,,"None found, add some","None found, add some","None found, add some",Original,"Drama, Girls Love, Romance, Supernatural",,,5 min.,PG-13 - Teens 13 or older,4621,https://myanimelist.net/anime/32287/Kanamewo
5260,5260,5661,Kenja no Mago,6.6,263522,TV,12,Finished Airing,"Apr 10, 2019 to Jun 26, 2019",Spring 2019,Wednesdays at 23:30 (JST),"Sotsu, Docomo Anime Store, ABC Animation, Kadokawa",Funimation,SILVER LINK.,Light novel,"Action, Comedy, Fantasy, Romance",,,23 min. per ep.,PG-13 - Teens 13 or older,370,https://myanimelist.net/anime/36407/Kenja_no_Mago
5261,5261,5662,Koharu Biyori,6.6,9171,OVA,3,Finished Airing,"Oct 15, 2007 to Mar 10, 2008",,,"Geneon Universal Entertainment, AT-X, ASCII Media Works, Showgate","ADV Films, Sentai Filmworks",Daume,Manga,"Comedy, Sci-Fi, Ecchi",,,30 min. per ep.,R+ - Mild Nudity,4145,https://myanimelist.net/anime/3085/Koharu_Biyori
5262,5262,5663,Koukaku Kidoutai: SAC_2045,6.6,7463,ONA,12,Finished Airing,"Apr 23, 2020",,,"Dentsu, Kodansha, flying DOG, Bandai Namco Arts","None found, add some","Production I.G, Sola Digital Arts",Manga,"Action, Sci-Fi",,Seinen,24 min. per ep.,R - 17+ (violence & profanity),3472,https://myanimelist.net/anime/38799/Koukaku_Kidoutai__SAC_2045
5263,5263,5664,Koukyoushihen Eureka Seven: New Order,6.6,3302,Special,1,Finished Airing,"Apr 6, 2012",,,"None found, add some","None found, add some",Bones,Original,"Adventure, Drama, Romance, Sci-Fi",Mecha,,24 min.,PG-13 - Teens 13 or older,5653,https://myanimelist.net/anime/13731/Koukyoushihen_Eureka_Seven__New_Order
5264,5264,5665,Kurokami: Intermission,6.6,2155,Special,1,Finished Airing,"Apr 3, 2009",,,"None found, add some","Bandai Entertainment, NYAV Post",Sunrise,Unknown,,,,23 min.,R - 17+ (violence & profanity),6629,https://myanimelist.net/anime/6587/Kurokami__Intermission
5265,5265,5666,Milabo,6.6,162,Music,1,Finished Airing,"Jul 13, 2020",,,"None found, add some","None found, add some","None found, add some",Original,,Music,,4 min.,PG-13 - Teens 13 or older,15714,https://myanimelist.net/anime/44254/Milabo
5266,5266,5667,Nanaka 6/17,6.6,3300,TV,12,Finished Airing,"Jan 9, 2003 to Mar 27, 2003",Winter 2003,Thursdays at 02:35 (JST),Genco,ADV Films,J.C.Staff,Manga,"Comedy, Drama, Romance, Slice of Life",,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,5819,https://myanimelist.net/anime/776/Nanaka_6_17
5267,5267,5668,Nihonbashi Koukashita R Keikaku,6.6,2035,Music,1,Finished Airing,"Apr 4, 2012",,,"None found, add some","None found, add some","Asahi Production, Rising Force",Unknown,,Music,,1 min.,G - All Ages,8135,https://myanimelist.net/anime/21451/Nihonbashi_Koukashita_R_Keikaku
5268,5268,5669,Ninja Slayer From Animation,6.6,9395,ONA,26,Finished Airing,"Apr 16, 2015 to Oct 8, 2015",,,"Movic, KlockWorx, Ultra Super Pictures, Grooove, Good Smile Company, famima.com, King Records, Fields, QREAZY",Funimation,Trigger,Novel,,,,12 min. per ep.,R - 17+ (violence & profanity),2887,https://myanimelist.net/anime/23605/Ninja_Slayer_From_Animation
5269,5269,5670,Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,6.6,226,Movie,1,Finished Airing,"Mar 12, 2011",,,"None found, add some","None found, add some",Ajia-Do,Manga,,,Shounen,1 hr. 18 min.,G - All Ages,12505,https://myanimelist.net/anime/10114/Nintama_Rantarou_Movie__Ninjutsu_Gakuen_Zenin_Shutsudou_no_Dan
5270,5270,5671,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,6.6,4070,Special,1,Finished Airing,"Mar 5, 2011",,,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Fantasy",,Shounen,12 min.,PG-13 - Teens 13 or older,5522,https://myanimelist.net/anime/20871/Nissan_Serena_x_One_Piece_3D__Mugiwara_Chase_-_Sennyuu_Sauzando_Sanii-gou
5271,5271,5672,Okusama ga Seitokaichou!,6.6,131311,TV,12,Finished Airing,"Jul 2, 2015 to Sep 17, 2015",Summer 2015,Thursdays at 00:30 (JST),"DAX Production, Dream Creation, Studio CHANT",Media Blasters,Seven,Manga,"Comedy, Romance, Ecchi",School,Shounen,8 min. per ep.,R+ - Mild Nudity,730,https://myanimelist.net/anime/28819/Okusama_ga_Seitokaichou
5272,5272,5673,Okusama ga Seitokaichou!+!,6.6,78090,TV,12,Finished Airing,"Oct 2, 2016 to Dec 18, 2016",Fall 2016,Sundays at 22:30 (JST),"DAX Production, Dream Creation, Studio CHANT","None found, add some",Seven,Manga,"Comedy, Romance, Ecchi",School,Shounen,8 min. per ep.,R+ - Mild Nudity,1252,https://myanimelist.net/anime/32603/Okusama_ga_Seitokaichou_
5273,5273,5674,Peace Maker Kurogane Special,6.6,669,Special,1,Finished Airing,"Dec 21, 2003",,,"None found, add some","None found, add some",Gonzo,Manga,"Action, Comedy, Drama",,Shounen,17 min.,PG - Children,8947,https://myanimelist.net/anime/9568/Peace_Maker_Kurogane_Special
5274,5274,5675,Pokemon Movie 19: Volcanion to Karakuri no Magearna,6.6,16883,Movie,1,Finished Airing,"Jul 16, 2016",,,"None found, add some",The Pokemon Company International,OLM,Game,"Adventure, Fantasy",,Kids,1 hr. 34 min.,PG - Children,3438,https://myanimelist.net/anime/31231/Pokemon_Movie_19__Volcanion_to_Karakuri_no_Magearna
5275,5275,5676,Pucca (ONA),6.6,4252,ONA,46,Finished Airing,2000 to 2005,,,"None found, add some","None found, add some","None found, add some",Unknown,"Comedy, Romance",,,2 min. per ep.,G - All Ages,6039,https://myanimelist.net/anime/4069/Pucca_ONA
5276,5276,5677,Sacred Seven,6.6,30275,TV,12,Finished Airing,"Jul 3, 2011 to Sep 16, 2011",Summer 2011,Sundays at 02:28 (JST),Bandai,Sentai Filmworks,Sunrise,Original,"Action, Sci-Fi",,,24 min. per ep.,PG-13 - Teens 13 or older,2046,https://myanimelist.net/anime/10156/Sacred_Seven
5277,5277,5678,Sekai Meisaku Douwa: Hakuchou no Ouji,6.6,751,Movie,1,Finished Airing,"Mar 19, 1977",,,"None found, add some","None found, add some",Toei Animation,Unknown,,,,1 hr. 2 min.,PG - Children,9980,https://myanimelist.net/anime/3847/Sekai_Meisaku_Douwa__Hakuchou_no_Ouji
5278,5278,5679,Shinkansen Henkei Robo Shinkalion Z the Animation,6.6,103,TV,41,Currently Airing,"Apr 9, 2021 to Mar 18, 2022",Spring 2021,Fridays at 19:25 (JST),Shogakukan-Shueisha Productions,"None found, add some",OLM,Other,"Action, Sci-Fi",Mecha,Kids,24 min. per ep.,PG - Children,11489,https://myanimelist.net/anime/46381/Shinkansen_Henkei_Robo_Shinkalion_Z_the_Animation
5279,5279,5680,Sinbi Apateu: Ghost Ball Bimil,6.6,424,TV,24,Finished Airing,"Jul 20, 2016 to Jan 18, 2017",Summer 2016,Unknown,"None found, add some","None found, add some","None found, add some",Original,"Action, Mystery",,Kids,24 min. per ep.,G - All Ages,11490,https://myanimelist.net/anime/38923/Sinbi_Apateu__Ghost_Ball_Bimil
5280,5280,5681,Sounan Desu ka?,6.6,61839,TV,12,Finished Airing,"Jul 2, 2019 to Sep 17, 2019",Summer 2019,Tuesdays at 23:15 (JST),"Nihon Ad Systems, Kodansha, KlockWorx, flying DOG, Avex Pictures, Docomo Anime Store, GYAO!, BS NTV, Marui Group","None found, add some",Ezόla,Manga,"Adventure, Comedy",,Seinen,13 min. per ep.,PG-13 - Teens 13 or older,1333,https://myanimelist.net/anime/39456/Sounan_Desu_ka
5281,5281,5682,Spoon Oba-san,6.6,713,TV,130,Finished Airing,"Apr 4, 1983 to Mar 9, 1984",Spring 1983,Unknown,Gakken,"None found, add some",Studio Pierrot,Novel,,,Kids,10 min. per ep.,PG - Children,9928,https://myanimelist.net/anime/2612/Spoon_Oba-san
5282,5282,5683,Sword Art Online II: Debriefing,6.6,55798,Special,1,Finished Airing,"Oct 11, 2014",,,"Aniplex, Genco","None found, add some",A-1 Pictures,Light novel,"Action, Adventure, Fantasy",Game,,24 min.,PG-13 - Teens 13 or older,1584,https://myanimelist.net/anime/27891/Sword_Art_Online_II__Debriefing
5283,5283,5684,The Hakkenden,6.6,1956,OVA,6,Finished Airing,"Oct 25, 1990 to Mar 25, 1991",,,"Geneon Universal Entertainment, AIC",Geneon Entertainment USA,Artmic,Novel,"Action, Adventure",,Shounen,30 min. per ep.,R - 17+ (violence & profanity),5973,https://myanimelist.net/anime/1822/The_Hakkenden
5284,5284,5685,Vampire Hunter,6.6,6222,OVA,4,Finished Airing,"Mar 21, 1997 to Mar 27, 1998",,,"None found, add some","VIZ Media, Discotek Media",Madhouse,Game,"Action, Adventure, Drama, Fantasy, Supernatural",Vampire,,43 min. per ep.,R - 17+ (violence & profanity),4506,https://myanimelist.net/anime/1952/Vampire_Hunter
5285,5285,5686,Wo Kai Dongwuyuan Naxie Nian,6.6,505,ONA,13,Finished Airing,"Apr 5, 2020 to Jun 21, 2020",,,bilibili,"None found, add some",Haoliners Animation League,Novel,"Comedy, Slice of Life",,,13 min. per ep.,PG-13 - Teens 13 or older,8900,https://myanimelist.net/anime/40208/Wo_Kai_Dongwuyuan_Naxie_Nian
5286,5286,5687,Yamato yo Towa ni,6.6,1063,Movie,1,Finished Airing,"Aug 2, 1980",,,"None found, add some","None found, add some",Toei Animation,Original,"Action, Adventure, Drama, Sci-Fi",,,2 hr. 28 min.,PG-13 - Teens 13 or older,8420,https://myanimelist.net/anime/3069/Yamato_yo_Towa_ni
5287,5287,5688,Night Head 2041,6.59,6285,TV,12,Finished Airing,"Jul 15, 2021 to Sep 30, 2021",Summer 2021,Thursdays at 00:55 (JST),"Fuji TV, Slow Curve, BS Fuji, Hakuhodo DY Media Partners, Office ENDLESS","None found, add some",Shirogumi,Other,"Drama, Mystery, Sci-Fi, Supernatural",Psychological,,22 min. per ep.,R - 17+ (violence & profanity),3019,https://myanimelist.net/anime/43767/Night_Head_2041
5288,5288,5689,Ohayou! Spank,6.59,937,TV,63,Finished Airing,"Mar 7, 1981 to May 29, 1982",Spring 1981,Unknown,Asahi Broadcasting,"None found, add some",TMS Entertainment,Manga,"Comedy, Slice of Life",,,25 min. per ep.,G - All Ages,9535,https://myanimelist.net/anime/2912/Ohayou_Spank
5289,5289,5690,Papuwa,6.59,414,TV,26,Finished Airing,"Sep 30, 2003 to Mar 30, 2004",Fall 2003,Tuesdays at 18:00 (JST),Sotsu,ADV Films,Nippon Animation,Manga,"Adventure, Comedy",,,25 min. per ep.,R+ - Mild Nudity,10250,https://myanimelist.net/anime/2501/Papuwa
5290,5290,5691,Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,6.59,24192,Movie,1,Finished Airing,"Jul 16, 2011",,,"TV Tokyo, Shogakukan-Shueisha Productions, Marvelous, Toho",The Pokemon Company International,OLM,Game,"Adventure, Comedy, Drama, Fantasy",,Kids,1 hr. 36 min.,PG - Children,2856,https://myanimelist.net/anime/10740/Pokemon_Movie_14_Black__Victini_to_Shiroki_Eiyuu_Reshiram
5291,5291,5692,Ranpo Kitan: Game of Laplace,6.59,44442,TV,11,Finished Airing,"Jul 3, 2015 to Sep 18, 2015",Summer 2015,Fridays at 00:55 (JST),"Aniplex, Dentsu, Fuji TV, Fujipacific Music, Houbunsha",Funimation,Lerche,Original,,,,23 min. per ep.,R - 17+ (violence & profanity),1567,https://myanimelist.net/anime/28619/Ranpo_Kitan__Game_of_Laplace
5292,5292,5693,Rolling☆Girls,6.59,24583,TV,12,Finished Airing,"Jan 11, 2015 to Mar 29, 2015",Winter 2015,Sundays at 01:58 (JST),"Dentsu, Shochiku, Mainichi Broadcasting System, Pony Canyon, Movic",Funimation,Wit Studio,Original,"Action, Adventure, Slice of Life",Super Power,,24 min. per ep.,PG-13 - Teens 13 or older,1903,https://myanimelist.net/anime/25867/Rolling☆Girls
5293,5293,5694,Ryuugajou Nanana no Maizoukin,6.59,3377,Special,1,Finished Airing,"Dec 26, 2011",,,"None found, add some","None found, add some",A-1 Pictures,Light novel,"Comedy, Supernatural",,,2 min.,PG-13 - Teens 13 or older,4866,https://myanimelist.net/anime/13517/Ryuugajou_Nanana_no_Maizoukin
5294,5294,5695,Saber Marionette R,6.59,3354,OVA,3,Finished Airing,"May 24, 1995 to Sep 25, 1995",,,Bandai Visual,"Bandai Entertainment, Media Blasters",Zero-G Room,Unknown,"Action, Comedy, Sci-Fi",,,30 min. per ep.,PG-13 - Teens 13 or older,6126,https://myanimelist.net/anime/1232/Saber_Marionette_R
5295,5295,5696,Saezuru Doubutsu wa Yarushikanai!,6.59,550,ONA,30,Finished Airing,"Dec 19, 2019 to Aug 28, 2020",,,"None found, add some","None found, add some",AQUA ARIS,Manga,,,,50 sec. per ep.,None,9945,https://myanimelist.net/anime/42913/Saezuru_Doubutsu_wa_Yarushikanai
5296,5296,5697,Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,6.59,723,Special,1,Finished Airing,"Mar 18, 2015",,,"TV Tokyo, Square Enix, Sotsu, Lantis, Pony Canyon","None found, add some",Studio Gokumi,Unknown,,,,12 min.,PG-13 - Teens 13 or older,8856,https://myanimelist.net/anime/30292/Saki_Achiga-hen__Episode_of_Side-A_-_Kuro_no_Tanjoubi
5297,5297,5698,Soratobu Yuureisen,6.59,2501,Movie,1,Finished Airing,"Jul 20, 1969",,,"None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Drama, Sci-Fi",Mecha,,1 hr.,PG - Children,7371,https://myanimelist.net/anime/2811/Soratobu_Yuureisen
5298,5298,5699,Star Ocean EX,6.59,5290,TV,26,Finished Airing,"Apr 3, 2001 to Sep 25, 2001",Spring 2001,Tuesdays at 18:30 (JST),"TV Tokyo, Dentsu","Discotek Media, Geneon Entertainment USA",Studio Deen,Game,"Adventure, Fantasy, Sci-Fi",,Shounen,22 min. per ep.,PG-13 - Teens 13 or older,5061,https://myanimelist.net/anime/1005/Star_Ocean_EX
5299,5299,5700,Super Doll Licca-chan,6.59,1110,TV,52,Finished Airing,"Oct 6, 1998 to Sep 28, 1999",Fall 1998,Tuesdays at 18:30 (JST),"TV Tokyo, Dentsu, Genco","None found, add some",Madhouse,Other,"Adventure, Comedy",,,25 min. per ep.,G - All Ages,8162,https://myanimelist.net/anime/2766/Super_Doll_Licca-chan
5300,5300,5701,To Heart,6.59,8565,TV,13,Finished Airing,"Apr 2, 1999 to Jun 25, 1999",Spring 1999,Fridays at 00:35 (JST),KSS,Nozomi Entertainment,OLM,Visual novel,"Drama, Romance, Slice of Life",,,25 min. per ep.,PG - Children,3745,https://myanimelist.net/anime/472/To_Heart
5301,5301,5702,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,6.59,721,OVA,1,Finished Airing,"Nov 21, 2002",,,"Shogakukan-Shueisha Productions, VIZ Media","None found, add some",TMS Entertainment,Unknown,"Adventure, Comedy",,Kids,44 min.,G - All Ages,9739,https://myanimelist.net/anime/2399/Tottoko_Hamtarou_OVA_1__Hamtaro_no_Otanjoubi_-_Mama_wo_Tasunete_Sanzen_Techi_Techi
5302,5302,5703,Ueno-san wa Bukiyou,6.59,43695,TV,12,Finished Airing,"Jan 7, 2019 to Mar 25, 2019",Winter 2019,Mondays at 00:30 (JST),Nippon Columbia,Sentai Filmworks,Lesprit,Manga,"Comedy, Romance",,Seinen,12 min. per ep.,PG-13 - Teens 13 or older,1651,https://myanimelist.net/anime/37920/Ueno-san_wa_Bukiyou
5303,5303,5704,Utawarerumono: Itsuwari no Kamen Specials,6.59,673,Special,8,Finished Airing,"Mar 30, 2016 to Jun 29, 2016",,,"None found, add some",Sentai Filmworks,"None found, add some",Visual novel,"Comedy, Fantasy",Parody,,3 min. per ep.,PG-13 - Teens 13 or older,7632,https://myanimelist.net/anime/33208/Utawarerumono__Itsuwari_no_Kamen_Specials
5304,5304,5705,Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre,6.59,790,Special,1,Finished Airing,"Dec 31, 2021",,,"None found, add some","None found, add some",Bones,Manga,,,,44 min.,R - 17+ (violence & profanity),8688,https://myanimelist.net/anime/50770/Vanitas_no_Karte__Le_Chemin_Parcouru_Depuis_la_Rencontre
5305,5305,5706,Wooser no Sono Higurashi: Kakusei-hen,6.59,3010,TV,12,Finished Airing,"Jan 8, 2014 to Mar 26, 2014",Winter 2014,Unknown,TV Tokyo,"None found, add some","SANZIGEN, LIDENFILMS",Web manga,"Comedy, Fantasy, Slice of Life",,,4 min. per ep.,G - All Ages,6652,https://myanimelist.net/anime/20267/Wooser_no_Sono_Higurashi__Kakusei-hen
5306,5306,5707,Yes! BanG_Dream!,6.59,1444,Music,1,Finished Airing,"Feb 24, 2016",,,Bushiroad,"None found, add some","Xebec, Issen",Original,,Music,,6 min.,PG-13 - Teens 13 or older,8297,https://myanimelist.net/anime/32338/Yes_BanG_Dream
5307,5307,5708,Youjo Senki: Senkyou Houkoku,6.59,15932,Special,1,Finished Airing,"Feb 17, 2017",,,"None found, add some","None found, add some",Nut,Light novel,,Military,,24 min.,R - 17+ (violence & profanity),3332,https://myanimelist.net/anime/34904/Youjo_Senki__Senkyou_Houkoku
5308,5308,5709,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,6.59,437,Special,1,Finished Airing,"Nov 24, 2014",,,TV Tokyo,"None found, add some",Sunrise,Unknown,,,Shoujo,47 min.,PG - Children,10146,https://myanimelist.net/anime/28723/Aikatsu__Dai_Starmiya_Ichigo_Matsuri_Zenyasai
5309,5309,5710,Aru Machi Kado no Monogatari,6.59,1646,Movie,1,Finished Airing,"Nov 5, 1962",,,Mushi Production,"None found, add some","None found, add some",Original,"Drama, Romance",Music,,39 min.,G - All Ages,7922,https://myanimelist.net/anime/1497/Aru_Machi_Kado_no_Monogatari
5310,5310,5711,Baki: Most Evil Death Row Convicts Special Anime,6.59,5798,OVA,1,Finished Airing,"Dec 6, 2016",,,"TMS Entertainment, TMS Music","None found, add some",Telecom Animation Film,Manga,,Martial Arts,Shounen,15 min.,R - 17+ (violence & profanity),4712,https://myanimelist.net/anime/33566/Baki__Most_Evil_Death_Row_Convicts_Special_Anime
5311,5311,5712,Bari Bari Densetsu (1987),6.59,671,Movie,1,Finished Airing,"Aug 1, 1987",,,"None found, add some","None found, add some",Studio Pierrot,Manga,"Action, Drama, Sports",,Shounen,1 hr. 25 min.,PG-13 - Teens 13 or older,9610,https://myanimelist.net/anime/12745/Bari_Bari_Densetsu_1987
