,Unnamed: 0,rank,title,score,scored_by_users,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,source,genres,theme,demographic,duration,rating,popularity,url
5652,5652,6003,Sengoku Musou,6.54,6664,TV,12,Finished Airing,"Jan 12, 2015 to Mar 30, 2015",Winter 2015,Mondays at 01:35 (JST),"TV Tokyo, Avex Entertainment, Nihon Ad Systems, Koei",Funimation,"Tezuka Productions, TYO Animations",Game,,,,24 min. per ep.,PG-13 - Teens 13 or older,4016,https://myanimelist.net/anime/28283/Sengoku_Musou
5653,5653,6004,Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,6.54,1042,Special,1,Finished Airing,"Apr 21, 2017",,,"Bandai Visual, Lantis","None found, add some",White Fox,Original,,,,24 min.,PG-13 - Teens 13 or older,8521,https://myanimelist.net/anime/35458/Soushin_Shoujo_Matoi__Kabushiki_Gaisha_Knight_Busters
5654,5654,6005,Tanken Driland,6.54,953,TV,37,Finished Airing,"Jul 7, 2012 to Mar 30, 2013",Summer 2012,Unknown,"TV Tokyo, Dentsu, GREE","None found, add some",Toei Animation,Unknown,"Adventure, Fantasy",,,20 min. per ep.,PG - Children,6732,https://myanimelist.net/anime/14333/Tanken_Driland
5655,5655,6006,Teekyuu 9,6.54,5800,TV,12,Finished Airing,"Jul 12, 2017 to Sep 27, 2017",Summer 2017,Wednesdays at 22:40 (JST),"DAX Production, Smiral Animation","None found, add some",Millepensee,Manga,"Comedy, Sports",,,2 min. per ep.,PG-13 - Teens 13 or older,4995,https://myanimelist.net/anime/35370/Teekyuu_9
5656,5656,6007,Touka Gettan,6.54,3493,TV,26,Finished Airing,"Apr 3, 2007 to Sep 25, 2007",Spring 2007,Unknown,"WAO World, Imagine","None found, add some",Studio Deen,Visual novel,"Drama, Romance, Supernatural",,,23 min. per ep.,R - 17+ (violence & profanity),4249,https://myanimelist.net/anime/2105/Touka_Gettan
5657,5657,6008,Transformers: Car Robots,6.54,2195,TV,39,Finished Airing,"Apr 5, 2000 to Dec 27, 2000",Spring 2000,Wednesdays at 18:30 (JST),"TV Tokyo, Nihon Ad Systems","Walt Disney Studios, Hasbro, Saban Entertainment",Gallop,Unknown,"Adventure, Comedy, Sci-Fi",Mecha,Shounen,23 min. per ep.,PG - Children,7537,https://myanimelist.net/anime/2284/Transformers__Car_Robots
5658,5658,6009,Yami to Boushi to Hon no Tabibito,6.54,9272,TV,13,Finished Airing,"Oct 2, 2003 to Dec 25, 2003",Fall 2003,Unknown,"None found, add some",Media Blasters,Studio Deen,Visual novel,"Adventure, Fantasy, Girls Love, Mystery, Ecchi",,,24 min. per ep.,R+ - Mild Nudity,3557,https://myanimelist.net/anime/497/Yami_to_Boushi_to_Hon_no_Tabibito
5659,5659,6010,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Opening Ending Encyclopedia,6.54,191,Special,1,Finished Airing,"Oct 20, 1995",,,"None found, add some","None found, add some",Studio Pierrot,Manga,,Music,,21 min.,PG-13 - Teens 13 or older,12980,https://myanimelist.net/anime/42880/Yuu☆Yuu☆Hakusho__Eizou_Hakusho_-_Opening_Ending_Encyclopedia
5660,5660,6011,Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,6.53,7099,TV,12,Finished Airing,"Oct 11, 2018 to Dec 27, 2018",Fall 2018,Thursdays at 22:30 (JST),Happy Elements,"None found, add some",Encourage Films,Game,"Action, Adventure, Fantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,3564,https://myanimelist.net/anime/37232/Merc_Storia__Mukiryoku_no_Shounen_to_Bin_no_Naka_no_Shoujo
5661,5661,6012,Minami no Shima no Dera-chan,6.53,9266,Movie,1,Finished Airing,"Apr 26, 2014",,,"None found, add some","None found, add some",Kyoto Animation,Original,"Comedy, Slice of Life",,,5 min.,PG-13 - Teens 13 or older,3860,https://myanimelist.net/anime/23399/Minami_no_Shima_no_Dera-chan
5662,5662,6013,Nagagutsu wo Haita Neko no Bouken,6.53,259,TV,26,Finished Airing,"Apr 1, 1992 to Sep 23, 1992",Spring 1992,Unknown,Enoki Films,"None found, add some","None found, add some",Unknown,"Adventure, Fantasy",,,25 min. per ep.,G - All Ages,12057,https://myanimelist.net/anime/4468/Nagagutsu_wo_Haita_Neko_no_Bouken
5663,5663,6014,Naisho no Tsubomi,6.53,3376,OVA,3,Finished Airing,"Apr 25, 2008 to Jun 27, 2008",,,Happinet Pictures,Sentai Filmworks,"Arms, Studio Kikan",Manga,"Romance, Slice of Life, Supernatural",School,,27 min. per ep.,PG - Children,6088,https://myanimelist.net/anime/3641/Naisho_no_Tsubomi
5664,5664,6015,One Piece: Cry Heart,6.53,2821,Special,3,Finished Airing,"Jan 19, 2014 to Apr 22, 2015",,,Banpresto,"None found, add some","None found, add some",Manga,,,Shounen,5 min. per ep.,PG-13 - Teens 13 or older,6013,https://myanimelist.net/anime/22661/One_Piece__Cry_Heart
5665,5665,6016,Otogi Story Tenshi no Shippo,6.53,5331,TV,12,Finished Airing,"Oct 4, 2001 to Dec 20, 2001",Fall 2001,Unknown,Lantis,Bandai Entertainment,Tokyo Kids,Original,"Comedy, Fantasy, Romance",Harem,,22 min. per ep.,PG-13 - Teens 13 or older,4771,https://myanimelist.net/anime/682/Otogi_Story_Tenshi_no_Shippo
5666,5666,6017,Phantom: Requiem for the Phantom Picture Drama,6.53,1794,Special,9,Finished Airing,"Jul 24, 2009 to Feb 25, 2010",,,Genco,Funimation,Bee Train,Visual novel,,,,6 min. per ep.,R+ - Mild Nudity,6222,https://myanimelist.net/anime/8705/Phantom__Requiem_for_the_Phantom_Picture_Drama
5667,5667,6018,Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,6.53,2894,Special,1,Finished Airing,"Mar 27, 2014",,,TV Tokyo,"None found, add some",OLM,Unknown,"Action, Adventure, Comedy, Fantasy",,Kids,23 min.,PG - Children,6490,https://myanimelist.net/anime/23299/Pokemon_Best_Wishes_Season_2__Decolora_Adventure_-_Iris_vs_Ibuki_Dragon_Master_e_no_Michi
5668,5668,6019,Pokemon Movie 18: Ring no Choumajin Hoopa,6.53,27645,Movie,1,Finished Airing,"Jul 18, 2015",,,"None found, add some",The Pokemon Company International,OLM,Game,"Adventure, Fantasy",,Kids,1 hr. 18 min.,PG - Children,2739,https://myanimelist.net/anime/25805/Pokemon_Movie_18__Ring_no_Choumajin_Hoopa
5669,5669,6020,Pokemon: Pikachu Tankentai,6.53,13015,Movie,1,Finished Airing,"Jul 17, 1999",,,"None found, add some","4Kids Entertainment, Warner Bros. Japan",OLM,Game,"Adventure, Comedy, Fantasy",,Kids,23 min.,PG - Children,3848,https://myanimelist.net/anime/4792/Pokemon__Pikachu_Tankentai
5670,5670,6021,Puchimas!: Petit iDOLM@STER Episode 0,6.53,1705,OVA,1,Finished Airing,"Oct 27, 2012",,,"None found, add some","None found, add some",Gathering,4-koma manga,"Comedy, Slice of Life",Music,,7 min.,PG-13 - Teens 13 or older,7701,https://myanimelist.net/anime/15781/Puchimas__Petit_iDOLMSTER_Episode_0
5671,5671,6022,Qin Shi Mingyue: Kong Shan Niao Yu,6.53,149,ONA,3,Finished Airing,"May 9, 2014 to Jul 8, 2014",,,"None found, add some","None found, add some",Sparkly Key Animation Studio,Novel,"Action, Fantasy",,,26 min. per ep.,PG-13 - Teens 13 or older,12058,https://myanimelist.net/anime/29935/Qin_Shi_Mingyue__Kong_Shan_Niao_Yu
5672,5672,6023,Qin Shi Mingyue: Tian Xing Jiu Ge 2nd Season,6.53,177,ONA,30,Finished Airing,"Apr 24, 2019 to Nov 8, 2019",,,"None found, add some","None found, add some",Sparkly Key Animation Studio,Original,"Action, Fantasy",,,15 min. per ep.,PG-13 - Teens 13 or older,11441,https://myanimelist.net/anime/39823/Qin_Shi_Mingyue__Tian_Xing_Jiu_Ge_2nd_Season
5673,5673,6024,Ramen Daisuki Koizumi-san,6.53,19605,TV,12,Finished Airing,"Jan 4, 2018 to Mar 22, 2018",Winter 2018,Thursdays at 20:00 (JST),"Sotsu, KlockWorx, flying DOG, Grooove, Cygames, Crunchyroll SC Anime Fund","None found, add some","Studio Gokumi, AXsiZ",Manga,"Comedy, Gourmet, Slice of Life",,,22 min. per ep.,PG-13 - Teens 13 or older,2401,https://myanimelist.net/anime/35298/Ramen_Daisuki_Koizumi-san
5674,5674,6025,Seikimatsu Occult Gakuin Specials,6.53,4367,Special,4,Finished Airing,"Oct 27, 2010 to Jan 26, 2011",,,"Aniplex, Xebec","NIS America, Inc.",A-1 Pictures,Original,"Comedy, Supernatural",School,,4 min. per ep.,R - 17+ (violence & profanity),5476,https://myanimelist.net/anime/9220/Seikimatsu_Occult_Gakuin_Specials
5675,5675,6026,Shanshui Qing,6.53,675,Movie,1,Finished Airing,1988,,,Shanghai Animation Film Studio,"None found, add some","None found, add some",Unknown,,Music,,20 min.,G - All Ages,10125,https://myanimelist.net/anime/13755/Shanshui_Qing
5676,5676,6027,Shuffle! Memories,6.53,21276,TV,12,Finished Airing,"Jan 8, 2007 to Mar 26, 2007",Winter 2007,Mondays at 00:00 (JST),Memory-Tech,Kadokawa Pictures USA,asread.,Visual novel,"Comedy, Drama, Fantasy, Romance, Ecchi",,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,2522,https://myanimelist.net/anime/1836/Shuffle_Memories
5677,5677,6028,Sky Girls Specials,6.53,1518,Special,9,Finished Airing,"Nov 13, 2007 to Jun 25, 2008",,,"None found, add some","None found, add some",J.C.Staff,Unknown,"Comedy, Sci-Fi",,,4 min. per ep.,G - All Ages,8026,https://myanimelist.net/anime/3410/Sky_Girls_Specials
5678,5678,6029,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,6.53,2311,ONA,10,Finished Airing,"Sep 26, 2009 to Nov 27, 2009",,,ChuChu,"None found, add some","None found, add some",Visual novel,"Comedy, Girls Love, Romance",School,,7 min. per ep.,PG-13 - Teens 13 or older,5217,https://myanimelist.net/anime/10384/Sono_Hanabira_ni_Kuchizuke_wo__Reo_x_Mai_Diaries
5679,5679,6030,Stella Jogakuin Koutou-ka C³-bu,6.53,19552,TV,13,Finished Airing,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,Unknown,"Pony Canyon, TBS, RAY",Sentai Filmworks,Gainax,Manga,,,,24 min. per ep.,PG-13 - Teens 13 or older,2533,https://myanimelist.net/anime/17821/Stella_Jogakuin_Koutou-ka_C³-bu
5680,5680,6031,Street Fighter Zero The Animation,6.53,9063,Movie,1,Finished Airing,"Dec 22, 1999",,,Capcom,Manga Entertainment,Plum,Game,"Action, Drama",,Shounen,1 hr. 30 min.,PG-13 - Teens 13 or older,4666,https://myanimelist.net/anime/979/Street_Fighter_Zero_The_Animation
5681,5681,6032,Takarajima Memorial: Yuunagi to Yobareta Otoko,6.53,578,OVA,1,Finished Airing,1992,,,"None found, add some","None found, add some",Madhouse,Novel,"Adventure, Drama, Mystery, Supernatural",Historical,,7 min.,G - All Ages,10678,https://myanimelist.net/anime/11685/Takarajima_Memorial__Yuunagi_to_Yobareta_Otoko
5682,5682,6033,Tales of the Abyss Special Fan Disc,6.53,1219,Special,2,Finished Airing,"Dec 22, 2009",,,"None found, add some","None found, add some",Sunrise,Unknown,"Comedy, Slice of Life",,,3 min. per ep.,PG-13 - Teens 13 or older,7631,https://myanimelist.net/anime/8754/Tales_of_the_Abyss_Special_Fan_Disc
5683,5683,6034,Tenshi no Shippo Chu!,6.53,2057,TV,11,Finished Airing,"Mar 6, 2003 to Apr 3, 2003",Spring 2003,Unknown,Bandai Visual,"None found, add some",Tokyo Kids,Unknown,"Fantasy, Romance",,,14 min. per ep.,PG-13 - Teens 13 or older,7041,https://myanimelist.net/anime/684/Tenshi_no_Shippo_Chu
5684,5684,6035,The King of Fighters: Destiny,6.53,1466,ONA,24,Finished Airing,"Aug 3, 2017 to Jan 4, 2018",,,"None found, add some","None found, add some",iDRAGONS Creative Studio,Game,"Action, Adventure, Drama, Romance",Martial Arts,,16 min. per ep.,PG-13 - Teens 13 or older,7757,https://myanimelist.net/anime/35204/The_King_of_Fighters__Destiny
5685,5685,6036,Trava: Fist Planet,6.53,6005,OVA,4,Finished Airing,"Mar 2, 2002 to Jul 3, 2002",,,"None found, add some","None found, add some",Madhouse,Original,"Action, Comedy, Sci-Fi",,,13 min. per ep.,PG-13 - Teens 13 or older,4665,https://myanimelist.net/anime/1980/Trava__Fist_Planet
5686,5686,6037,Uchuu Senkan Tiramisù II,6.53,3783,TV,13,Finished Airing,"Oct 2, 2018 to Dec 25, 2018",Fall 2018,Tuesdays at 01:00 (JST),"Frontier Works, Nippon Columbia, Studio Mausu, Tokyo MX, Adores, Shinchosha, FuRyu, Exa International, NTT Plala, JY Animation",Funimation,Gonzo,Web manga,"Comedy, Sci-Fi, Slice of Life",,,7 min. per ep.,PG-13 - Teens 13 or older,5725,https://myanimelist.net/anime/37988/Uchuu_Senkan_Tiramisù_II
5687,5687,6038,"Wake Up, Girls! Shin Shou",6.53,3403,TV,12,Finished Airing,"Oct 10, 2017 to Jan 8, 2018",Fall 2017,Tuesdays at 02:05 (JST),"TV Tokyo, Sotsu, Tatsunoko Production, AT-X, Toho, KlockWorx, DIVE II Entertainment, 81 Produce, Good Smile Company, Avex Pictures, KLab, Rakuten, Epicross","None found, add some",Millepensee,Original,,Music,,23 min. per ep.,PG-13 - Teens 13 or older,5024,https://myanimelist.net/anime/34522/Wake_Up_Girls_Shin_Shou
5688,5688,6039,Yakusoku (ONA),6.53,746,ONA,1,Finished Airing,"Aug 13, 2013",,,"None found, add some","None found, add some","None found, add some",Original,,Music,,6 min.,G - All Ages,10745,https://myanimelist.net/anime/21065/Yakusoku_ONA
5689,5689,6040,Action Heroine Cheer Fruits,6.53,3558,TV,12,Finished Airing,"Jul 7, 2017 to Sep 29, 2017",Summer 2017,Fridays at 02:28 (JST),"TBS, Nippon Columbia, KlockWorx, Hobby Japan, Glovision, RAY, Nichion, GYAO!, Production Ace",Sentai Filmworks,Diomedéa,Original,"Comedy, Slice of Life",School,,24 min. per ep.,PG-13 - Teens 13 or older,4890,https://myanimelist.net/anime/34800/Action_Heroine_Cheer_Fruits
5690,5690,6041,Aimai Elegy,6.53,1779,Music,1,Finished Airing,"Dec 15, 2010",,,"None found, add some","None found, add some","None found, add some",Unknown,,Music,,3 min.,PG-13 - Teens 13 or older,8632,https://myanimelist.net/anime/13053/Aimai_Elegy
5691,5691,6042,AkaKill! Gekijou,6.53,26179,ONA,24,Finished Airing,"Jul 8, 2014 to Dec 14, 2014",,,"White Fox, TOHO animation",Sentai Filmworks,C-Station,Manga,,,,1 min. per ep.,PG-13 - Teens 13 or older,2549,https://myanimelist.net/anime/25241/AkaKill_Gekijou
5692,5692,6043,Amazing Nuts!,6.53,4241,Music,4,Finished Airing,"Dec 20, 2006",,,"None found, add some",Discotek Media,Studio 4°C,Original,"Adventure, Romance, Sci-Fi",,,10 min. per ep.,G - All Ages,5740,https://myanimelist.net/anime/1998/Amazing_Nuts
5693,5693,6044,Astarotte no Omocha!,6.53,62336,TV,12,Finished Airing,"Apr 11, 2011 to Jun 26, 2011",Spring 2011,Unknown,"Kadokawa Shoten, Pony Canyon, DAX Production, KlockWorx, ASCII Media Works","None found, add some",Diomedéa,Manga,"Comedy, Fantasy, Romance, Ecchi",Demons,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,1345,https://myanimelist.net/anime/9736/Astarotte_no_Omocha
5694,5694,6045,Blood-C,6.53,132227,TV,12,Finished Airing,"Jul 8, 2011 to Sep 30, 2011",Summer 2011,Unknown,"Aniplex, Mainichi Broadcasting System, Dwango",Funimation,Production I.G,Manga,"Action, Horror, Mystery, Supernatural",,,23 min. per ep.,R - 17+ (violence & profanity),573,https://myanimelist.net/anime/10490/Blood-C
5695,5695,6046,Blue Dragon: Tenkai no Shichi Ryuu,6.53,6681,TV,51,Finished Airing,"Apr 5, 2008 to Mar 28, 2009",Spring 2008,Unknown,TV Tokyo,VIZ Media,Studio Pierrot,Game,"Adventure, Comedy, Fantasy, Supernatural",,,20 min. per ep.,PG - Children,4526,https://myanimelist.net/anime/4197/Blue_Dragon__Tenkai_no_Shichi_Ryuu
5696,5696,6047,Buzzer Beater,6.53,5744,TV,13,Finished Airing,"Feb 5, 2005 to Apr 30, 2005",Winter 2005,Unknown,"None found, add some","None found, add some",TMS Entertainment,Web manga,,,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,4783,https://myanimelist.net/anime/406/Buzzer_Beater
5697,5697,6048,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,6.53,3388,Special,11,Finished Airing,"May 28, 2004 to Mar 25, 2005",,,"None found, add some","ADV Films, Funimation",Gonzo,Manga,"Adventure, Comedy, Supernatural",,,3 min. per ep.,PG-13 - Teens 13 or older,5375,https://myanimelist.net/anime/4450/Chrno_Crusade__Az_demo_Wakaru_Chrno_Crusade_Kouza
5698,5698,6049,Cinderella Girls Gekijou,6.53,4980,TV,13,Finished Airing,"Apr 4, 2017 to Jun 27, 2017",Spring 2017,Tuesdays at 21:55 (JST),"Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan",Crunchyroll,"Gathering, Lesprit",4-koma manga,"Comedy, Slice of Life",,,3 min. per ep.,PG-13 - Teens 13 or older,4445,https://myanimelist.net/anime/34257/Cinderella_Girls_Gekijou
5699,5699,6050,D.C.III: Da Capo III,6.53,10403,TV,13,Finished Airing,"Jan 5, 2013 to Mar 30, 2013",Winter 2013,Unknown,"Lantis, Pony Canyon, Dwango, Good Smile Company","None found, add some",Kazami Gakuen Koushiki Douga-bu,Visual novel,"Drama, Romance, Ecchi",School,,23 min. per ep.,PG-13 - Teens 13 or older,3505,https://myanimelist.net/anime/14827/DCIII__Da_Capo_III
5700,5700,6051,DNA² OVA,6.53,6419,OVA,3,Finished Airing,"Feb 21, 1995 to Jun 25, 1995",,,"Bandai Visual, Movic","Central Park Media, Discotek Media",Madhouse,Manga,"Comedy, Drama, Sci-Fi",,,23 min. per ep.,PG-13 - Teens 13 or older,5087,https://myanimelist.net/anime/1187/DNA²_OVA
5701,5701,6052,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,6.53,40181,Special,1,Finished Airing,"Mar 26, 1997",,,"None found, add some",Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",,Shounen,44 min.,PG-13 - Teens 13 or older,2199,https://myanimelist.net/anime/987/Dragon_Ball_GT__Gokuu_Gaiden_Yuuki_no_Akashi_wa_Suushinchuu
5702,5702,6053,Final Approach,6.53,16521,TV,13,Finished Airing,"Oct 3, 2004 to Dec 26, 2004",Fall 2004,Unknown,Trinet Entertainment,"None found, add some",Zexcs,Visual novel,"Comedy, Drama, Romance, Slice of Life",,,14 min. per ep.,PG-13 - Teens 13 or older,3219,https://myanimelist.net/anime/119/Final_Approach
5703,5703,6054,Fudanshi Koukou Seikatsu,6.53,31967,TV,12,Finished Airing,"Jul 5, 2016 to Sep 20, 2016",Summer 2016,Tuesdays at 22:55 (JST),"DAX Production, Dream Creation, bilibili","None found, add some",EMT Squared,4-koma manga,"Comedy, Slice of Life",School,Shoujo,3 min. per ep.,PG-13 - Teens 13 or older,2217,https://myanimelist.net/anime/33222/Fudanshi_Koukou_Seikatsu
5704,5704,6055,Hajimari wa Kimi no Sora,6.53,111,Music,1,Finished Airing,"Apr 7, 2021",,,"None found, add some","None found, add some","None found, add some",Other,,Music,,6 min.,G - All Ages,15493,https://myanimelist.net/anime/50066/Hajimari_wa_Kimi_no_Sora
5705,5705,6056,Haze Haseru Hateru made,6.53,101,Music,1,Finished Airing,"Oct 18, 2019",,,"None found, add some","None found, add some","None found, add some",Original,,Music,,4 min.,G - All Ages,16979,https://myanimelist.net/anime/41627/Haze_Haseru_Hateru_made
5706,5706,6057,Hero Mask 2nd Season,6.53,4050,ONA,9,Finished Airing,"Aug 23, 2019",,,"Sotsu, Netflix",Sentai Filmworks,Studio Pierrot,Original,"Action, Mystery, Sci-Fi",Police,,24 min. per ep.,R - 17+ (violence & profanity),5460,https://myanimelist.net/anime/40154/Hero_Mask_2nd_Season
5707,5707,6058,Imouto sae Ireba Ii. (ONA),6.53,3979,ONA,6,Finished Airing,"Oct 8, 2017 to Dec 10, 2017",,,"None found, add some","None found, add some",SILVER LINK.,Light novel,,,,2 min. per ep.,PG-13 - Teens 13 or older,5018,https://myanimelist.net/anime/37045/Imouto_sae_Ireba_Ii_ONA
5708,5708,6059,It'll Be Fine!,6.53,149,Music,1,Finished Airing,"Jan 14, 2022",,,"None found, add some","None found, add some",OLM Digital,Game,,,Kids,3 min.,G - All Ages,15720,https://myanimelist.net/anime/50815/Itll_Be_Fine
5709,5709,6060,K-On!!: Ura-On!!,6.53,18138,Special,9,Finished Airing,"Jul 30, 2010 to Mar 16, 2011",,,"None found, add some",Sentai Filmworks,Kyoto Animation,Original,,,,3 min. per ep.,G - All Ages,2914,https://myanimelist.net/anime/9203/K-On__Ura-On
5710,5710,6061,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,6.53,384,Special,1,Finished Airing,"Mar 1, 2008",,,Kadokawa Pictures Japan,"None found, add some",Sunrise,Unknown,"Action, Comedy",,Shounen,14 min.,PG - Children,10767,https://myanimelist.net/anime/11281/Keroro_Gunsou__Mushakero_Ohirome_Sengoku_Ranstar_Dai_Battle
5711,5711,6062,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kankichi Saigo no Hi,6.53,157,Special,1,Finished Airing,"Sep 18, 2016",,,"None found, add some","None found, add some",Gallop,Manga,"Comedy, Slice of Life",Police,Shounen,48 min.,PG-13 - Teens 13 or older,11896,https://myanimelist.net/anime/33454/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__The_Final_-_Ryoutsu_Kankichi_Saigo_no_Hi
5712,5712,6063,Kuromajo-san ga Tooru!!,6.53,1685,TV,60,Finished Airing,"Apr 4, 2012 to Feb 19, 2014",Spring 2012,Unknown,NHK,"None found, add some",Shin-Ei Animation,Novel,"Comedy, Slice of Life",School,,7 min. per ep.,PG - Children,5809,https://myanimelist.net/anime/13159/Kuromajo-san_ga_Tooru
5713,5713,6064,Kyousou Giga (TV) Recaps,6.53,4807,Special,2,Finished Airing,"Oct 3, 2013 to Dec 26, 2013",,,"None found, add some",Discotek Media,Toei Animation,Original,"Action, Fantasy, Supernatural",,,26 min. per ep.,PG-13 - Teens 13 or older,5341,https://myanimelist.net/anime/20723/Kyousou_Giga_TV_Recaps
5714,5714,6065,Masamune-kun no Revenge OVA,6.53,48237,OVA,1,Finished Airing,"Jul 27, 2018",,,"None found, add some","None found, add some",SILVER LINK.,Manga,"Comedy, Romance",,Shounen,23 min.,PG-13 - Teens 13 or older,1786,https://myanimelist.net/anime/37377/Masamune-kun_no_Revenge_OVA
5715,5715,6066,Matsugae wo Musubi,6.53,126,Movie,1,Finished Airing,2017,,,"None found, add some","None found, add some","None found, add some",Original,,,,16 min.,G - All Ages,14312,https://myanimelist.net/anime/38130/Matsugae_wo_Musubi
5716,5716,6067,Akiba's Trip The Animation,6.52,51236,TV,13,Finished Airing,"Jan 4, 2017 to Mar 29, 2017",Winter 2017,Wednesdays at 22:30 (JST),"AT-X, DLE, Studio Mausu, BS Fuji, Tokyo MX, Evil Line Records, Docomo Anime Store, bilibili, DMM.com, Sotsu Music Publishing, Exa International",Funimation,Gonzo,Game,"Action, Comedy, Supernatural, Ecchi",,,23 min. per ep.,PG-13 - Teens 13 or older,1359,https://myanimelist.net/anime/34051/Akibas_Trip_The_Animation
5717,5717,6068,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,6.52,18772,Special,1,Finished Airing,"Nov 22, 2014",,,Pony Canyon,Funimation,Diomedéa,Manga,"Action, Comedy, Girls Love, Ecchi",,,23 min.,R - 17+ (violence & profanity),3053,https://myanimelist.net/anime/24751/Akuma_no_Riddle__Shousha_wa_Dare_Nukiuchi_Test
5718,5718,6069,Beyblade Burst Sparking,6.52,1133,ONA,52,Finished Airing,"Apr 3, 2020 to Mar 19, 2021",,,"None found, add some","None found, add some",OLM,Original,"Action, Adventure, Sci-Fi, Sports",,Kids,12 min. per ep.,PG - Children,8145,https://myanimelist.net/anime/41439/Beyblade_Burst_Sparking
5719,5719,6070,Birthday Wonderland,6.52,4651,Movie,1,Finished Airing,"Apr 26, 2019",,,"Aniplex, Dentsu, Fuji TV, Warner Bros. Japan",Eleven Arts,Signal.MD,Book,"Adventure, Fantasy",,,1 hr. 55 min.,PG-13 - Teens 13 or older,4441,https://myanimelist.net/anime/38985/Birthday_Wonderland
5720,5720,6071,Black Jack ONA,6.52,574,ONA,12,Finished Airing,"Jan 8, 2001 to Jan 1, 2002",,,"None found, add some","None found, add some","None found, add some",Unknown,,,,16 min. per ep.,PG - Children,9010,https://myanimelist.net/anime/7229/Black_Jack_ONA
5721,5721,6072,Blood Lad: Kanketsu Kinen,6.52,5463,ONA,1,Finished Airing,"Jan 11, 2017",,,"None found, add some","None found, add some",Brain's Base,Manga,,,Shounen,1 min.,PG-13 - Teens 13 or older,4211,https://myanimelist.net/anime/34751/Blood_Lad__Kanketsu_Kinen
5722,5722,6073,Carole & Tuesday: Gus to Roddy no Kaisouroku,6.52,1249,Special,1,Finished Airing,"Jul 4, 2019",,,"None found, add some","None found, add some",Bones,Original,"Drama, Romance, Sci-Fi",Music,,22 min.,PG-13 - Teens 13 or older,7705,https://myanimelist.net/anime/39999/Carole___Tuesday__Gus_to_Roddy_no_Kaisouroku
5723,5723,6074,"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""",6.52,4456,Movie,3,Finished Airing,"Jan 6, 2018",,,"None found, add some","None found, add some",Kyoto Animation,Unknown,,,,5 min. per ep.,G - All Ages,4938,https://myanimelist.net/anime/37967/Chuunibyou_demo_Koi_ga_Shitai_Movie__Take_On_Me_-_Weekly_Short_Movie_Kotatsu_DE_Photo_Session
5724,5724,6075,Condom Battler Gorou,6.52,874,ONA,4,Finished Airing,"Jun 11, 2020",,,"None found, add some","None found, add some","None found, add some",Original,,Parody,,57 sec. per ep.,PG-13 - Teens 13 or older,10385,https://myanimelist.net/anime/42220/Condom_Battler_Gorou
5725,5725,6076,Dirty Pair Flash 3,6.52,1201,OVA,5,Finished Airing,"Dec 21, 1995 to Apr 25, 1996",,,VAP,"ADV Films, Nozomi Entertainment",Sunrise,Light novel,"Action, Adventure, Comedy, Sci-Fi",Police,,27 min. per ep.,R+ - Mild Nudity,8350,https://myanimelist.net/anime/12347/Dirty_Pair_Flash_3
5726,5726,6077,Doraemon: Ganbare! Gian!!,6.52,605,Movie,1,Finished Airing,"Mar 10, 2001",,,Tokyo Movie Shinsha,"None found, add some","None found, add some",Unknown,"Adventure, Comedy, Fantasy",,,26 min.,PG - Children,10313,https://myanimelist.net/anime/2653/Doraemon__Ganbare_Gian
5727,5727,6078,Futon no Naka kara Detakunai,6.52,236,Music,1,Finished Airing,"Jan 11, 2018",,,"None found, add some","None found, add some","None found, add some",Original,"Comedy, Slice of Life",Music,,4 min.,PG-13 - Teens 13 or older,14037,https://myanimelist.net/anime/38658/Futon_no_Naka_kara_Detakunai
5728,5728,6079,Happy☆Lucky Bikkuriman,6.52,118,TV,46,Finished Airing,"Oct 15, 2006 to Sep 30, 2007",Fall 2006,Unknown,TV Asahi,"None found, add some",Toei Animation,Unknown,"Adventure, Comedy, Fantasy",,Kids,24 min. per ep.,G - All Ages,13673,https://myanimelist.net/anime/15913/Happy☆Lucky_Bikkuriman
